@relation FuncionCuadratica

@attribute controlVar0 numeric
@attribute controlVar1 numeric
@attribute varObjetivo numeric

@data
0,0.1,0
0,0.2,0
0,0.3,0
0,0.4,0.534063
0,0.5,0.503295
0,0.6,0.39913
0,0.7,0.651155
0,0.8,0.523758
0,0.9,0.550762
0,-1,-0.677886
0,-0.9,-0.499735
0,-0.8,0
0,-0.7,-0.465338
0,-0.6,0
0,-0.5,0
0,-0.4,0
0,-0.3,0
0,-0.2,0
0,-0.1,0
0,0,0
0,0.1,0
0,0.2,0
0,0.3,0
0,0.4,0.390215
0,0.5,0.530122
0,0.6,0.620099
0,0.7,0.487112
0,0.8,0.493052
0,0.9,0.633845
0,-1,0
0,-0.9,-0.611398
0,-0.8,-0.396103
0,-0.7,0
0,-0.6,0
0,-0.5,0
0,-0.4,0
0,-0.3,0
0,-0.2,0
0,-0.1,0
0,0,0
0,0.1,0
0,0.2,0
0,0.3,0
0,0.4,0.397402
0,0.5,0.550498
0,0.6,0.738566
0,0.7,0.682768
0,0.8,0.502898
0,0.9,0.615602
0,-1,0
0,-0.9,-0.509888
0,-0.8,-0.498493
0,-0.7,0
0,-0.6,0
0,-0.5,0
0,-0.4,0
0,-0.3,0
0,-0.2,0
0,-0.1,0
0,0,0
0,0.1,0
0,0.2,0
0,0.3,0.473991
0,0.4,0.399188
0,0.5,0.570984
0,0.6,0.505604
0,0.7,0.679771
0,0.8,0.863801
0,0.9,0.615117
0,-1,-0.400114
0,-0.9,0
0,-0.8,0
0,-0.7,0
0,-0.6,0
0,-0.5,0
0,-0.4,0
0,-0.3,0
0,-0.2,0
0,-0.1,0
0,0,0
0,0.1,0.365094
0,0.2,0
0,0.3,0.367881
0,0.4,0.460593
0,0.5,0.412013
0,0.6,0.664569
0,0.7,0.549161
0,0.8,0.872628
0,0.9,0.915116
0,-1,0
0,-0.9,0
0,-0.8,0
0,-0.7,-0.490866
0,-0.6,0
0,-0.5,0
0,-0.4,0
0,-0.3,0
0,-0.2,0
0,-0.1,0
0,0,0
0,0.1,0
0,0.2,0
0,0.3,0.379798
0,0.4,0.406074
0,0.5,0.634602
0,0.6,0.493235
0,0.7,0.770294
0,0.8,0.603965
0,0.9,0.794853
0,-1,-0.547258
0,-0.9,0
0,-0.8,0
0,-0.7,0
0,-0.6,0
0,-0.5,0
0,-0.4,0
0,-0.3,0
0,-0.2,0
0,-0.1,0
0,0,0
0,0.1,0.343788
0,0.2,0.40481
0,0.3,0.380991
0,0.4,0.439525
0,0.5,0.493952
0,0.6,0.85234
0,0.7,0.580613
0,0.8,0.826825
0,0.9,0.801797
0,-1,0
0,-0.9,-0.538411
0,-0.8,0
0,-0.7,0
0,-0.6,0
0,-0.5,0
0,-0.4,0
0,-0.3,0
0,-0.2,0
0,-0.1,0
0,0,0
0,0.1,0
0,0.2,0.517169
0,0.3,0.492681
0,0.4,0.439385
0,0.5,0.474574
0,0.6,0.551878
0,0.7,0.604328
0,0.8,0.732605
0,0.9,0.600009
0,-1,0
0,-0.9,0
0,-0.8,0
0,-0.7,0
0,-0.6,0
0,-0.5,0
0,-0.4,0
0,-0.3,0
0,-0.2,0
0,-0.1,0
0,0,0
0,0.1,0.374629
0,0.2,0.384997
0,0.3,0.429392
0,0.4,0.622384
0,0.5,0.687443
0,0.6,0.579158
0,0.7,0.548015
0,0.8,0.831904
0,0.9,0.92981
0,-1,0
0,-0.9,0
0,-0.8,0
0,-0.7,0
0,-0.6,0
0,-0.5,0
0,-0.4,0
0,-0.3,0
0,-0.2,0
0,-0.1,0
0,0,0
0,0.1,0
0,0.2,0.441786
0,0.3,0.449921
0,0.4,0.494583
0,0.5,0.535817
0,0.6,0.744124
0,0.7,0.676494
0,0.8,0.779185
0,0.9,0.698436
0,-1,0
0,-0.9,0
0,-0.8,0
0,-0.7,0
0,-0.6,0
0,-0.5,0
0,-0.4,0
0,-0.3,0
0,-0.2,0
0,-0.1,0
0,0,0
0,0.1,0.4367
0,0.2,0.417014
0,0.3,0.575416
0,0.4,0.50941
0,0.5,0.517633
0,0.6,0.798152
0,0.7,0.629004
0,0.8,0.657173
0,0.9,0.703802
0,-1,0
0,-0.9,0
0,-0.8,0
0,-0.7,0
0,-0.6,0
0,-0.5,0
0,-0.4,0
0,-0.3,0
0,-0.2,0
0,-0.1,0
0,0,0
0,0.1,0.437939
0,0.2,0.475788
0,0.3,0.460053
0,0.4,0.488115
0,0.5,0.568936
0,0.6,0.612163
0,0.7,0.88582
0,0.8,0.727806
0,0.9,0.721706
0,-1,0
0,-0.9,0
0,-0.8,0
0,-0.7,0
0,-0.6,0
0,-0.5,0
0,-0.4,0
0,-0.3,0
0,-0.2,0
0,-0.1,0
0,0,0
0,0.1,0.426699
0,0.2,0.567979
0,0.3,0.509009
0,0.4,0.61175
0,0.5,0.589325
0,0.6,0.633076
0,0.7,0.670971
0,0.8,0.870178
0,0.9,0.763205
0.408493,-1,0
0,-0.9,0
0,-0.8,0
0,-0.7,0
0,-0.6,0
0,-0.5,0
0,-0.4,0
0,-0.3,0
0,-0.2,0
0,-0.1,0
0,0,0.367808
0,0.1,0.410032
0,0.2,0.452205
0,0.3,0.658165
0,0.4,0.641955
0,0.5,0.565431
0,0.6,0.617165
0,0.7,0.798581
0,0.8,0.698854
0.402199,0.9,0.936466
0.429201,-1,0
0,-0.9,0
0,-0.8,0
0,-0.7,0
0,-0.6,0
0,-0.5,0
0,-0.4,0
0,-0.3,0
0,-0.2,0
0,-0.1,0
0,0,0.383344
0,0.1,0.421573
0,0.2,0.519268
0,0.3,0.513258
0,0.4,0.738761
0.399259,0.5,0.793542
0.401605,0.6,0.644446
0.40541,0.7,0.792325
0.408484,0.8,0.700833
0.41998,0.9,0.746949
0.437822,-1,0
0,-0.9,0
0,-0.8,0
0,-0.7,0
0,-0.6,0
0,-0.5,0
0,-0.4,0
0.398686,-0.3,0
0,-0.2,0
0.399563,-0.1,0
0.402978,0,0.402241
0.405045,0.1,0.490467
0.404934,0.2,0.488871
0.408638,0.3,0.611867
0.411921,0.4,0.583341
0.417817,0.5,0.816444
0.420936,0.6,0.861809
0.426009,0.7,0.696229
0.426847,0.8,0.917487
0.436376,0.9,0.738582
0.454281,-1,0
0,-0.9,0
0,-0.8,0
0,-0.7,0
0.401805,-0.6,0
0.403997,-0.5,0
0.407917,-0.4,0
0.411567,-0.3,0
0.414883,-0.2,0
0.417449,-0.1,0.344225
0.419629,0,0.418822
0.420235,0.1,0.535189
0.422969,0.2,0.515276
0.42552,0.3,0.641041
0.426003,0.4,0.604021
0.4316,0.5,0.655673
0.43274,0.6,0.965398
0.446291,0.7,0.776189
0.440703,0.8,0.717257
0.448097,0.9,0.954816
0.472166,-1,0
0,-0.9,0
0.405391,-0.8,0
0.408675,-0.7,0
0.416968,-0.6,0
0.42215,-0.5,0
0.423678,-0.4,0
0.426327,-0.3,0
0.430576,-0.2,0
0.432743,-0.1,0.386045
0.436241,0,0.434223
0.436346,0.1,0.483326
0.436945,0.2,0.549502
0.441135,0.3,0.54923
0.447386,0.4,0.616193
0.44833,0.5,0.655825
0.451189,0.6,0.825154
0.451966,0.7,0.977035
0.462037,0.8,0.78055
0.465326,0.9,0.90965
0.484275,-1,0
0.410056,-0.9,0
0.417435,-0.8,0
0.428759,-0.7,0
0.427405,-0.6,0
0.436543,-0.5,0
0.443177,-0.4,0
0.442777,-0.3,0
0.443352,-0.2,0
0.446225,-0.1,0.372083
0.449944,0,0.448206
0.452575,0.1,0.544279
0.452417,0.2,0.542822
0.452272,0.3,0.620128
0.454891,0.4,0.605658
0.461617,0.5,0.678206
0.464379,0.6,0.687177
0.473536,0.7,0.741273
0.476757,0.8,0.893015
0.492968,0.9,0.926754
0.499146,-1,0
0.428831,-0.9,0
0.435325,-0.8,0
0.437755,-0.7,0
0.444793,-0.6,0
0.457884,-0.5,0
0.4534,-0.4,0
0.459665,-0.3,0
0.460615,-0.2,0.375856
0.465436,-0.1,0.419294
0.466752,0,0.466156
0.466573,0.1,0.532087
0.469252,0.2,0.647788
0.472177,0.3,0.601722
0.475603,0.4,0.636595
0.478626,0.5,0.722812
0.478816,0.6,0.86114
0.480465,0.7,0.889102
0.487276,0.8,0.779602
0.50781,0.9,0.998526
0.523844,-1,0
0.442628,-0.9,0
0.45475,-0.8,0
0.458648,-0.7,0
0.462707,-0.6,0
0.466085,-0.5,0
0.469976,-0.4,0
0.470236,-0.3,0
0.479097,-0.2,0.408409
0.478916,-0.1,0.440656
0.481947,0,0.47913
0.479489,0.1,0.521295
0.485676,0.2,0.555949
0.48704,0.3,0.682103
0.489117,0.4,0.682873
0.494138,0.5,0.91741
0.494252,0.6,0.716037
0.498929,0.7,0.868302
0.503781,0.8,0.772816
0.508717,0.9,0.802295
0.532218,-1,0
0.439391,-0.9,0
0.466404,-0.8,0
0.468578,-0.7,0
0.478834,-0.6,0
0.481901,-0.5,0
0.485113,-0.4,0
0.487181,-0.3,0
0.488852,-0.2,0.389698
0.494648,-0.1,0.424414
0.495152,0,0.491935
0.499405,0.1,0.579469
0.499681,0.2,0.621742
0.499441,0.3,0.601496
0.506662,0.4,0.744599
0.512137,0.5,0.714834
0.512593,0.6,0.873775
0.517536,0.7,0.751616
0.521495,0.8,0.795685
0.526221,0.9,0.956341
0.546345,-1,0
0.471493,-0.9,0
0.469464,-0.8,-0.427462
0.487559,-0.7,0
0.49198,-0.6,0
0.496433,-0.5,0
0.501479,-0.4,0
0.500317,-0.3,0
0.504659,-0.2,0.35564
0.509797,-0.1,0.448574
0.509891,0,0.508318
0.513917,0.1,0.545241
0.51392,0.2,0.593978
0.518671,0.3,0.672201
0.520062,0.4,0.668803
0.522214,0.5,0.689012
0.53132,0.6,0.834265
0.532953,0.7,0.767814
0.533028,0.8,0.961927
0.543613,0.9,0.825425
0.559998,-1,0
0.491837,-0.9,0
0.49695,-0.8,0
0.497352,-0.7,0
0.495384,-0.6,0
0.51239,-0.5,0
0.514177,-0.4,0
0.51689,-0.3,0.39337
0.51679,-0.2,0.427589
0.524785,-0.1,0.430233
0.526021,0,0.521201
0.529526,0.1,0.565276
0.531299,0.2,0.608206
0.531072,0.3,0.673043
0.53638,0.4,0.683462
0.538704,0.5,0.770365
0.538149,0.6,0.884135
0.544817,0.7,0.808728
0.547723,0.8,0.82305
0.558257,0.9,0.861394
0.575839,-1,0
0.497641,-0.9,0
0.507578,-0.8,0
0.515514,-0.7,0
0.519162,-0.6,0
0.52471,-0.5,0
0.532766,-0.4,0.349818
0.532413,-0.3,0.408334
0.534113,-0.2,0.465309
0.538993,-0.1,0.463134
0.540381,0,0.539027
0.541052,0.1,0.610872
0.545743,0.2,0.618577
0.54704,0.3,0.763267
0.549891,0.4,0.718474
0.55286,0.5,0.701206
0.557593,0.6,0.811175
0.560298,0.7,0.877525
0.566412,0.8,0.835355
0.573589,0.9,0.967433
0.586883,-1,0
0.520321,-0.9,0
0.524127,-0.8,0
0.535222,-0.7,0
0.540535,-0.6,0
0.543484,-0.5,0
0.547837,-0.4,0
0.549299,-0.3,0.428757
0.549303,-0.2,0.371148
0.554046,-0.1,0.520941
0.553395,0,0.553387
0.554449,0.1,0.634156
0.562525,0.2,0.682181
0.560647,0.3,0.655139
0.567056,0.4,0.725588
0.565796,0.5,0.736241
0.570298,0.6,0.779163
0.575034,0.7,0.971226
0.577533,0.8,0.913957
0.581625,0.9,0.818109
0.602851,-1,0
0.528843,-0.9,0
0.537812,-0.8,0
0.533088,-0.7,0
0.551078,-0.6,0
0.554333,-0.5,0
0.557828,-0.4,0
0.561401,-0.3,0.444487
0.563581,-0.2,0.405118
0.565606,-0.1,0.526032
0.567999,0,0.565102
0.571571,0.1,0.641152
0.572806,0.2,0.659332
0.576446,0.3,0.743921
0.578223,0.4,0.770935
0.579985,0.5,0.745837
0.585177,0.6,0.8024
0.589562,0.7,0.797078
0.590168,0.8,0.835411
0.597158,0.9,0.989448
0.626888,-1,0
0.544179,-0.9,0
0.552248,-0.8,0
0.561962,-0.7,0
0.561565,-0.6,0
0.571384,-0.5,0.369656
0.572571,-0.4,0.402234
0.576685,-0.3,0.431682
0.57891,-0.2,0.495313
0.579833,-0.1,0.539758
0.583562,0,0.583646
0.586251,0.1,0.648705
0.588972,0.2,0.659834
0.591794,0.3,0.71062
0.590288,0.4,0.874893
0.597464,0.5,0.839493
0.597049,0.6,0.771998
0.601539,0.7,0.8272
0.60585,0.8,0.820679
0.609885,0.9,0.849739
0.629595,-1,0
0.545932,-0.9,0
0.568768,-0.8,0
0.575574,-0.7,0
0.577657,-0.6,0
0.58207,-0.5,0
0.582536,-0.4,0.371449
0.593147,-0.3,0.452241
0.597834,-0.2,0.472087
0.595602,-0.1,0.550353
0.598223,0,0.599254
0.598693,0.1,0.648216
0.600382,0.2,0.714855
0.604785,0.3,0.7203
0.604954,0.4,0.748037
0.611609,0.5,0.930732
0.621035,0.6,0.91564
0.617093,0.7,0.810169
0.616592,0.8,0.947321
0.621543,0.9,0.883104
0.64817,-1,0
0.574029,-0.9,0
0.577963,-0.8,0
0.588902,-0.7,0
0.5921,-0.6,0
0.601331,-0.5,0.394013
0.601457,-0.4,0
0.604145,-0.3,0.479782
0.605921,-0.2,0.377105
0.610177,-0.1,0.567154
0.612242,0,0.609692
0.612407,0.1,0.685706
0.614639,0.2,0.69058
0.618671,0.3,0.808006
0.616396,0.4,0.850392
0.621443,0.5,0.866471
0.629255,0.6,0.890907
0.633006,0.7,0.830206
0.631595,0.8,0.853864
0.64044,0.9,0.900012
0.656914,-1,0
0.589654,-0.9,0
0.577242,-0.8,0
0.59712,-0.7,0
0.604775,-0.6,0.381378
0.614824,-0.5,0.450598
0.615969,-0.4,0.434824
0.618271,-0.3,0.331117
0.61838,-0.2,0.520196
0.624115,-0.1,0.589092
0.62389,0,0.622411
0.62547,0.1,0.662804
0.631474,0.2,0.70547
0.635832,0.3,0.781177
0.631635,0.4,0.747698
0.635825,0.5,0.791657
0.638043,0.6,0.924244
0.64885,0.7,0.995887
0.658484,0.8,0.97748
0.655089,0.9,0.94055
0.670774,-1,0.369974
0.604336,-0.9,0
0.609264,-0.8,0
0.61365,-0.7,0
0.617532,-0.6,0
0.625017,-0.5,0
0.620605,-0.4,0
0.629191,-0.3,0.472535
0.635901,-0.2,0.571593
0.634683,-0.1,0.559713
0.639042,0,0.637051
0.640563,0.1,0.681234
0.642286,0.2,0.699919
0.64799,0.3,0.785058
0.645703,0.4,0.785309
0.65096,0.5,0.928815
0.652748,0.6,0.838797
0.652958,0.7,0.856535
0.655921,0.8,0.945025
0.667625,0.9,0.910157
0.704642,-1,0
0.604892,-0.9,0
0.627624,-0.8,0
0.63167,-0.7,0
0.632978,-0.6,0
0.632,-0.5,0
0.638737,-0.4,0.479845
0.646207,-0.3,0.529418
0.649194,-0.2,0.506414
0.649072,-0.1,0.61188
0.649651,0,0.650152
0.654202,0.1,0.68384
0.654161,0.2,0.848176
0.658601,0.3,0.763963
0.660285,0.4,0.792184
0.663646,0.5,0.860887
0.664094,0.6,0.829954
0.670497,0.7,0.872928
0.674955,0.8,0.896474
0.675493,0.9,0.909637
0.701365,-1,0
0.626377,-0.9,0
0.642331,-0.8,0
0.64391,-0.7,0.340204
0.651398,-0.6,0
0.652374,-0.5,0
0.658412,-0.4,0.462984
0.657615,-0.3,0.564516
0.660277,-0.2,0.561663
0.666045,-0.1,0.624125
0.664534,0,0.665313
0.666927,0.1,0.729306
0.667628,0.2,0.764611
0.668733,0.3,0.84917
0.675958,0.4,0.930367
0.678416,0.5,0.875077
0.682675,0.6,0.933458
0.693748,0.7,0.971449
0.690091,0.8,0.997844
0.690888,0.9,0.984229
0.71549,-1,0
0.635759,-0.9,0
0.648674,-0.8,0
0.651363,-0.7,0.335863
0.659693,-0.6,0.403802
0.667933,-0.5,0.465776
0.669136,-0.4,0.478945
0.672027,-0.3,0.433439
0.676113,-0.2,0.601039
0.677618,-0.1,0.638023
0.675588,0,0.673998
0.679991,0.1,0.733475
0.683308,0.2,0.796329
0.682245,0.3,0.848643
0.686981,0.4,0.803929
0.688379,0.5,0.819496
0.696961,0.6,0.904877
0.696813,0.7,0.890936
0.703197,0.8,0.968109
0.704747,0.9,0.931532
0.723068,-1,0.387918
0.657739,-0.9,0
0.662496,-0.8,0.359173
0.667652,-0.7,0
0.658675,-0.6,0
0.676802,-0.5,0.502325
0.682303,-0.4,0.561032
0.687672,-0.3,0.535497
0.685802,-0.2,0.616256
0.688784,-0.1,0.609329
0.69194,0,0.687981
0.694098,0.1,0.741394
0.693233,0.2,0.762103
0.697137,0.3,0.791315
0.699256,0.4,0.960879
0.702412,0.5,0.841999
0.704086,0.6,0.974251
0.702766,0.7,0.996927
0.71531,0.8,0.946035
0.716552,0.9,0.998884
0.738916,-1,0.397913
0.671209,-0.9,0
0.672676,-0.8,0.345131
0.685056,-0.7,0.404327
0.684796,-0.6,0
0.677331,-0.5,0.356099
0.694119,-0.4,0.563576
0.697903,-0.3,0.517901
0.698307,-0.2,0.62165
0.70232,-0.1,0.666004
0.701842,0,0.699436
0.705269,0.1,0.756029
0.705822,0.2,0.762554
0.709087,0.3,0.873944
0.712297,0.4,0.837547
0.710692,0.5,0.950693
0.719546,0.6,0.887304
0.720911,0.7,0.911952
0.73213,0.8,0.987961
0.727112,0.9,0.940456
0.743528,-1,0.416008
0.671691,-0.9,0
0.689642,-0.8,0
0.699083,-0.7,0.420718
0.700276,-0.6,0
0.690866,-0.5,0.37948
0.700923,-0.4,0.441126
0.706326,-0.3,0.614746
0.718197,-0.2,0.642724
0.715818,-0.1,0.678612
0.714535,0,0.711693
0.71985,0.1,0.765815
0.720429,0.2,0.794254
0.719521,0.3,0.802091
0.724755,0.4,0.848351
0.728171,0.5,0.882188
0.730199,0.6,0.956726
0.731057,0.7,0.901787
0.733459,0.8,0.997984
0.74098,0.9,0.93746
0.764931,-1,0.387451
0.683465,-0.9,0
0.704428,-0.8,0
0.709428,-0.7,0.438954
0.712451,-0.6,0
0.711382,-0.5,0.396425
0.716816,-0.4,0.492439
0.719684,-0.3,0.620695
0.72347,-0.2,0.664245
0.723952,-0.1,0.695423
0.727662,0,0.727211
0.729982,0.1,0.764562
0.729777,0.2,0.823052
0.732412,0.3,0.821164
0.735343,0.4,0.854467
0.739605,0.5,0.864968
0.740227,0.6,0.985294
0.740691,0.7,0.993435
0.748855,0.8,0.93215
0.75108,0.9,0.997167
0.769329,-1,0.468737
0.711037,-0.9,0
0.716292,-0.8,0
0.71909,-0.7,0.470688
0.725121,-0.6,0
0.731565,-0.5,0.537993
0.727704,-0.4,0.485883
0.731499,-0.3,0.503588
0.734201,-0.2,0.662937
0.736723,-0.1,0.688258
0.738533,0,0.73654
0.741055,0.1,0.769702
0.74496,0.2,0.804768
0.74668,0.3,0.943463
0.74632,0.4,0.880071
0.7492,0.5,0.943336
0.753499,0.6,0.922584
0.755107,0.7,0.930137
0.758075,0.8,0.998927
0.768045,0.9,0.99862
0.783371,-1,0.475807
0.72619,-0.9,0
0.725149,-0.8,0.423197
0.730708,-0.7,0.459455
0.730542,-0.6,0.413156
0.73976,-0.5,0.549111
0.742704,-0.4,0.603501
0.743296,-0.3,0.640498
0.748554,-0.2,0.676387
0.751028,-0.1,0.679702
0.750397,0,0.752201
0.751938,0.1,0.780352
0.75307,0.2,0.801529
0.752851,0.3,0.852633
0.756345,0.4,0.919356
0.766297,0.5,0.956872
0.762158,0.6,0.900253
0.765971,0.7,0.909117
0.771989,0.8,0.950103
0.772232,0.9,0.972724
0.798216,-1,0
0.730366,-0.9,0.342696
0.738162,-0.8,0.444096
0.740056,-0.7,0.5053
0.748161,-0.6,0.311838
0.744288,-0.5,0.476415
0.751252,-0.4,0.640973
0.75699,-0.3,0.407473
0.75547,-0.2,0.6791
0.762731,-0.1,0.728856
0.762952,0,0.763411
0.762974,0.1,0.790391
0.765199,0.2,0.850969
0.766746,0.3,0.854037
0.768471,0.4,0.965091
0.778366,0.5,0.963013
0.772672,0.6,0.909526
0.774898,0.7,0.985471
0.780747,0.8,0.958043
0.783526,0.9,0.965989
0.800679,-1,0
0.733722,-0.9,0
0.75054,-0.8,0.446363
0.754783,-0.7,0.493926
0.758841,-0.6,0.582366
0.76264,-0.5,0.591028
0.762771,-0.4,0.583374
0.768409,-0.3,0.554124
0.768732,-0.2,0.664649
0.770297,-0.1,0.739446
0.772763,0,0.77184
0.773731,0.1,0.811772
0.777225,0.2,0.886502
0.77913,0.3,0.864361
0.777913,0.4,0.948208
0.787636,0.5,0.997576
0.785052,0.6,0.942094
0.788399,0.7,0.98881
0.79443,0.8,0.967811
0.794581,0.9,0.974738
0.810597,-1,0
0.752217,-0.9,0.398385
0.761611,-0.8,0.464446
0.764013,-0.7,0.515489
0.768657,-0.6,0.556691
0.770226,-0.5,0.583652
0.776397,-0.4,0.504736
0.775451,-0.3,0.651144
0.778466,-0.2,0.672878
0.779758,-0.1,0.738752
0.784675,0,0.784036
0.785329,0.1,0.823316
0.785864,0.2,0.837225
0.788707,0.3,0.869493
0.791201,0.4,0.943213
0.792956,0.5,0.915493
0.802257,0.6,0.995036
0.794293,0.7,0.9632
0.802315,0.8,0.997961
0.804826,0.9,0.974329
0.818625,-1,0
0.770521,-0.9,0
0.767868,-0.8,0.373701
0.776868,-0.7,0.461769
0.782841,-0.6,0.581535
0.783481,-0.5,0.607023
0.787347,-0.4,0.67785
0.783786,-0.3,0.645168
0.791137,-0.2,0.677925
0.79226,-0.1,0.741756
0.793041,0,0.792945
0.796132,0.1,0.818251
0.797351,0.2,0.864929
0.799866,0.3,0.917947
0.801728,0.4,0.904428
0.804554,0.5,0.925976
0.80731,0.6,0.99891
0.803304,0.7,0.995579
0.815628,0.8,0.969557
0.815629,0.9,0.998878
0.829715,-1,0.512736
0.77706,-0.9,0.459179
0.785021,-0.8,0.521425
0.779632,-0.7,0
0.791471,-0.6,0.564518
0.796209,-0.5,0.505941
0.797826,-0.4,0.66616
0.798439,-0.3,0.704781
0.801194,-0.2,0.716638
0.800908,-0.1,0.776436
0.804441,0,0.798254
0.807384,0.1,0.836554
0.807977,0.2,0.867896
0.809585,0.3,0.938621
0.812156,0.4,0.904032
0.811884,0.5,0.920604
0.815461,0.6,0.944602
0.81844,0.7,0.921765
0.818252,0.8,0.98513
0.827997,0.9,0.973985
0.836824,-1,0.49078
0.787238,-0.9,0.505783
0.792632,-0.8,0.519831
0.799081,-0.7,0.58496
0.80098,-0.6,0
0.80061,-0.5,0.604764
0.809021,-0.4,0.588606
0.810525,-0.3,0.713186
0.812075,-0.2,0.748499
0.812982,-0.1,0.74464
0.816168,0,0.813872
0.816094,0.1,0.83829
0.818174,0.2,0.871168
0.820249,0.3,0.895523
0.821847,0.4,0.92155
0.825303,0.5,0.974694
0.826302,0.6,0.941554
0.827695,0.7,0.998712
0.831575,0.8,0.972199
0.83921,0.9,0.944029
0.851882,-1,0.531067
0.798282,-0.9,0.481501
0.803296,-0.8,0.297966
0.808104,-0.7,0.564557
0.810015,-0.6,0.606622
0.80594,-0.5,0.513947
0.816244,-0.4,0.685174
0.819477,-0.3,0.626606
0.822897,-0.2,0.763285
0.823584,-0.1,0.794067
0.823595,0,0.822799
0.826391,0.1,0.851991
0.827868,0.2,0.880056
0.829881,0.3,0.93673
0.832873,0.4,0.918466
0.83362,0.5,0.990876
0.836674,0.6,0.94721
0.837443,0.7,0.995862
0.84255,0.8,0.971383
0.851964,0.9,0.996339
0.868731,-1,0.372675
0.810971,-0.9,0.53544
0.815052,-0.8,0.585081
0.819913,-0.7,0.363137
0.823008,-0.6,0.643322
0.823687,-0.5,0.261315
0.823713,-0.4,0.685693
0.831345,-0.3,0.646375
0.833173,-0.2,0.776635
0.834077,-0.1,0.795612
0.835358,0,0.832086
0.836305,0.1,0.874548
0.837867,0.2,0.892153
0.841212,0.3,0.943657
0.838847,0.4,0.927341
0.844412,0.5,0.998346
0.843091,0.6,0.965202
0.84778,0.7,0.976721
0.851239,0.8,0.995994
0.855933,0.9,0.998061
0.867096,-1,0
0.816944,-0.9,0.436029
0.824574,-0.8,0.562446
0.829321,-0.7,0.654254
0.832918,-0.6,0.660105
0.836163,-0.5,0.573679
0.832457,-0.4,0.479463
0.836668,-0.3,0.748544
0.839542,-0.2,0.72004
0.842214,-0.1,0.803894
0.843019,0,0.842986
0.845617,0.1,0.885384
0.847925,0.2,0.900964
0.849866,0.3,0.921512
0.848847,0.4,0.937053
0.851541,0.5,0.95476
0.857199,0.6,0.981416
0.861161,0.7,0.998896
0.859422,0.8,0.975863
0.860558,0.9,0.815919
0.875792,-1,0.53187
0.830135,-0.9,0.528171
0.824532,-0.8,0.47222
0.837396,-0.7,0.653589
0.842415,-0.6,0.649854
0.845764,-0.5,0.548207
0.844889,-0.4,0.561035
0.844223,-0.3,0.68879
0.85162,-0.2,0.797316
0.853434,-0.1,0.797242
0.853664,0,0.852117
0.854894,0.1,0.878958
0.856997,0.2,0.937379
0.856945,0.3,0.933592
0.860533,0.4,0.972324
0.861961,0.5,0.95768
0.863916,0.6,0.973107
0.869129,0.7,0.996458
0.870056,0.8,0.976864
0.872611,0.9,0.984044
0.883181,-1,0.625873
0.84041,-0.9,0.550494
0.838474,-0.8,0.478462
0.849673,-0.7,0.675069
0.853877,-0.6,0.675392
0.854183,-0.5,0.714897
0.855707,-0.4,0.568608
0.857262,-0.3,0.656994
0.857683,-0.2,0.803555
0.861967,-0.1,0.818626
0.863123,0,0.861031
0.864231,0.1,0.887474
0.866155,0.2,0.910044
0.867475,0.3,0.962252
0.867629,0.4,0.953949
0.871502,0.5,0.96121
0.871688,0.6,0.998611
0.871719,0.7,0.987745
0.880758,0.8,0.99889
0.879824,0.9,0.995874
0.891677,-1,0.366113
0.845014,-0.9,0.535752
0.853169,-0.8,0.389527
0.852504,-0.7,0.568898
0.860473,-0.6,0.725562
0.86335,-0.5,0.71582
0.865721,-0.4,0.746572
0.868178,-0.3,0.786383
0.868526,-0.2,0.716453
0.87047,-0.1,0.843715
0.871353,0,0.868721
0.87362,0.1,0.894012
0.873709,0.2,0.910057
0.876302,0.3,0.992697
0.87849,0.4,0.9827
0.878645,0.5,0.96041
0.880742,0.6,0.997418
0.878478,0.7,0.989172
0.883845,0.8,0.945399
0.891569,0.9,0.997827
0.897946,-1,0
0.859692,-0.9,0.544896
0.861081,-0.8,0.509645
0.850831,-0.7,0.503309
0.869853,-0.6,0.548741
0.870627,-0.5,0.731356
0.874678,-0.4,0.656128
0.874799,-0.3,0.622325
0.878451,-0.2,0.818888
0.879685,-0.1,0.855735
0.879796,0,0.875942
0.881567,0.1,0.914773
0.882139,0.2,0.940886
0.88242,0.3,0.966286
0.886841,0.4,0.953031
0.887576,0.5,0.983987
0.887935,0.6,0.98359
0.891455,0.7,0.991698
0.893701,0.8,0.993864
0.893078,0.9,0.992811
0.907367,-1,0.668353
0.853776,-0.9,0.438046
0.868742,-0.8,0.628796
0.866918,-0.7,0.565862
0.877374,-0.6,0.739464
0.881143,-0.5,0.739235
0.883012,-0.4,0.674386
0.883966,-0.3,0.805372
0.885425,-0.2,0.746725
0.889221,-0.1,0.86274
0.887632,0,0.887303
0.8883,0.1,0.931679
0.890587,0.2,0.930043
0.893615,0.3,0.9639
0.893532,0.4,0.964818
0.896388,0.5,0.97749
0.896884,0.6,0.97438
0.898198,0.7,0.991142
0.901266,0.8,0.997103
0.9074,0.9,0.992493
0.913312,-1,0
0.874862,-0.9,0.378148
0.874181,-0.8,0.615725
0.883344,-0.7,0
0.883729,-0.6,0.703377
0.890694,-0.5,0.653474
0.888465,-0.4,0.776885
0.892617,-0.3,0.76256
0.893479,-0.2,0.755561
0.893946,-0.1,0.869192
0.895359,0,0.89432
0.896358,0.1,0.917165
0.897765,0.2,0.937581
